,isbn_13,isbn_10,lta
123,9780060192501,006019250X,"['The Great American Read (70)', ""BBC's Big Read (Best loved novel, 2003, No 94)"", 'Museums, Libraries, and Archives Society\'s ""30 Books Every Adult Should Read Before They Die"" (22)', 'Harenberg Buch der 1000 Bücher', 'Les 100 livres préférés des Français (33)']"
124,9780060192778,0060192771,
125,9780060218058,0060218053,['Young Hoosier Book Award Nominee (1976-1977)']
126,9780060245603,0060245603,"['New York Times bestseller (Fiction, 1998)']"
127,9780060256579,0060256575,
128,9780060256753,0060256753,
129,9780060277406,0060277408,
130,9780060278427,0060278420,['CCBC Choices (1998)']
131,9780060391539,0060391537,"['New York Times bestseller (Nonfiction, 1995)']"
132,9780060502959,0060502959,"['New York Times bestseller (Fiction, 1963)']"
133,9780060504083,0060504080,"['Nautilus Book Award (Overall, 2003)', 'New York Times bestseller (Nonfiction, 2002)']"
134,9780060506049,0060506040,
135,9780060507404,0060507403,
136,9780060509057,0060509058,"['Audie Award Finalist (Autobiography/Memoir, 2016)']"
137,9780060510855,0060510854,
138,9780060510862,0060510862,"['Hugo (Novel, 1976)', 'Nebula (Novel, 1975)', 'Ditmar Award (International Fiction, 1976)', 'Locus (1976.1|Novel, 1976)', 'Guardian 1000 (Science Fiction & Fantasy)', 'Locus 1987 Poll, All-Time Best SF Novel (18)', 'thisrecording.com 100 Greatest Science Fiction or Fantasy Novels of All Time (53)', 'Locus 1998 Poll, All-Time Best SF Novel Before 1990 (12)', 'Classics of Science Fiction (25)', 'ISFDB Top 100 Books - Critical List (99)', 'ISFDB Top 100 Books - Popular List (6)', 'The SF Book Club\'s ""The Most Significant SF & Fantasy Books of the Last 50 Years From 1953-2002"" (24)', ""Bloomsbury's 100 Must-Read Science Fiction Novels"", ""NPR's Top 100 Science-Fiction, Fantasy Books (56)""]"
139,9780060511067,0060511060,"['Keystone to Reading Book Award (Elementary Level, 1986)', ""Garden State Children's Book Award (1988.1|Easy to Read, 1988)""]"
140,9780060511104,0060511109,
141,9780060511111,0060511117,
142,9780060511135,0060511133,
143,9780060511142,0060511141,"[""Garden State Children's Book Award (1980.1|Easy to Read, 1980)""]"
144,9780060512804,0060512806,"['Arthur C. Clarke Award Shortlist (2000)', 'Hugo Nominee (2000.1|Novel, 2000)', 'Prometheus Award Shortlist (Novel, 2000)', 'Locus (2000.1|SF Novel, 2000)', 'New York Times bestseller (Fiction, 1999)', ""SF Site Editor's Choice (#1, 1999)"", ""SF Site Reader's Choice (1999)"", 'Salon Book Award (Fiction, 1999)', '1001 Books You Must Read Before You Die (2006 Edition)', 'Guardian 1000 (War and travel)', 'NPR Top 100 Killer Thrillers (79)', 'AbeBooks: 50 Essential Science Fiction Books', 'Prometheus Hall of Fame Award (2013)', 'Prometheus Award Shortlist (Hall of Fame, 2010)', ""NPR's Top 100 Science-Fiction, Fantasy Books (53)""]"
145,9780060513092,0060513098,"['New York Times bestseller (Fiction, 1996)', 'ALA Quick Picks for Reluctant Young Adult Readers (1997)', 'ALA Quick Picks for Reluctant Young Adult Readers - Top Ten (1997)', 'Young Hoosier Book Award Nominee (1998-1999.3|Intermediate, 1998-1999)', 'Wyoming Indian Paintbrush Nominee (1999|1st Runner-up 1999)', 'Maine Student Book Award (1998)', 'Wisconsin Golden Archer Award (1998.2|Intermediate, 1998)']"
146,9780060515195,0060515198,"['Locus (2006.2|Fantasy Novel, 2006)', 'British Fantasy Award (August Derleth Fantasy Award, 2006)', 'Geffen Award (Best Translated Fantasy Book, 2006)', 'Mythopoeic Fantasy Award (Adult Literature, 2006)', 'Alex Award (2006)', 'ALA Best Books for Young Adults (2006)', ""SF Site Reader's Choice (#1, 2005)"", 'ALA Popular Paperbacks for Young Adults (2010.01 | Twists on the Tale, 2010)', 'JoMA Mythic Fiction Reading List', 'VDL Green Mountain Book Award Nominee (2008)', 'Locus Award Finalist (2006.2|Fantasy Novel, 2006)']"
147,9780060515225,0060515228,"['British Fantasy Award (Collection, 2007)', 'New York Times bestseller (Fiction, 2006)', 'Locus (2007.8|Collection, 2007)', ""SF Site Reader's Choice (2006)"", 'Edge Hill Short Story Prize Shortlist (2007)', ""Grand Prix de l'Imaginaire (Nouvelle étrangère, 2010)"", 'Locus Award Finalist (2007.8|Collection, 2007)', 'Audie Award Finalist (Short Stories/Collections, 2007)']"
148,9780060516055,0060516054,"['New York Times bestseller (Nonfiction, 2002)']"
149,9780060518653,0060518650,"['New York Times bestseller (General, 1962)', 'ALA Notable Books for Adults (1962)', '1000 Books to Read Before You Die (2018)']"
150,9780060519131,0060519134,"['Edgar Award Nominee (Novel, 2003)', 'Macavity Award Nominee (Novel, 2003)']"
151,9780060521226,0060521228,
152,9780060521998,0060521996,
153,9780060524937,0060524936,
154,9780060525101,006052510X,"['CAA Award (Fiction, 2002)', 'Stephen Leacock Memorial Medal for Humour (2002)']"
155,9780060525118,0060525118,"['ALA Popular Paperbacks for Young Adults (2011.1|Thrillers & Killers, 2011)']"
156,9780060527983,0060527986,
157,9780060527990,0060527994,['1001 Books You Must Read Before You Die (2006/2008/2010/2012 Edition)']
158,9780060529574,0060529571,
159,9780060531041,0060531045,"[""The Observer's 100 Greatest Novels of All Time (76)"", 'Waterstones Books of the Century (1997, No 8)', 'Rómulo Gallegos (1972)', ""BBC's Big Read (Best loved novel, 2003, No 32)"", 'New York Times Best Books of the Year (1970)', 'New York Times bestseller (Fiction, 1970)', 'Meilleur livre étranger (Roman, 1969)', '1001 Books You Must Read Before You Die (2006/2008/2010/2012 Edition)', 'Guardian 1000 (War and travel)', 'Århundrets bibliotek', ""Oprah's Book Club selection (2004)"", ""The Telegraph's 110 Best Books: The Perfect Library (2008)"", ""Newsweek's Top 100 Books: The Meta-List (2009, No. 17)"", ""Norwegian Book Clubs' top 100 books of all time"", ""New York Public Library's Books of the Century (01|Landmarks of Modern Literature)"", 'The Globe & Mail 50 Greatest Books (16)', ""Daniel S. Burt's Novel 100 (19)"", ""The Telegraph's 100 novels everyone should read (60)"", '501 Must-Read Books (Modern Fiction)', 'The Top Ten: Writers Pick Their Favorite Books (20|66 points)', 'Orange Prize for Fiction\'s ""50 Essential Reads by Contemporary Authors""', ""Le Monde's 100 Books of the Century (33)"", ""Philip Ward's Lifetime Reading Plan (Year 11)"", ""Boston Public Library's 100 Most Influential Books of the Century"", '1001 böcker du måste läsa innan du dör', ""Daily Telegraph's 100 Books of the Century, 1900-1999"", ""Rant Lifestyle's 25 Greatest Books of All Time (18)"", 'The 100 Favorite Novels of Librarians (32)', ""Read This Next: 500 of the Best Books You'll Ever Read (Family)"", ""BookDepository's 100 Best Books Ever"", 'Геном русской души (9)', 'Harvard Bookstore Top 100 (4)', '50 Great Hispanic Novels Every Student Should Read (31)', 'Best Spanish-language novels by Piero Scaruffi (2)', '100 лучших книг по версии Дистопии (39)', '29 Best Latin American novels', ""WLT's 40 Most Important Books, 1927-2001 (1967)"", '1000 лучших произведений мировой худ. литературы в русских переводах, рекомендованных для комплектования школьной библиотеки', '100 книг, которые должен прочитать каждый по мнению Дмитрия Быкова', 'Harenberg Buch der 1000 Bücher', 'ALA Notable Books for Adults (1970)', 'The Great American Read (54)', '1000 Books to Read Before You Die (2018)', 'Les 100 livres préférés des Français (66)', 'The New Lifetime Reading Plan With Going Further (132)', 'Best Works of Literature by Piero Scaruffi', 'Greatest Books algorithm (#4)']"
160,9780060535117,0060535113,"['National Book Award (Autobiography/Biography (Hardcover), 1981)', 'Pulitzer Prize finalist (Biography or Autobiography, 1981)', 'New York Times Best Books of the Year (1980)', 'National Book Critics Circle Award finalist (General Nonfiction, 1980)', 'ALA Notable Books for Adults (1980)']"
161,9780060539092,0060539097,"['New York Times bestseller (Nonfiction, 2004)']"
162,9780060539252,0060539259,"['New York Times bestseller (Fiction, 1953)']"
163,9780060540944,006054094X,"['New York Times bestseller (Nonfiction, 2003)']"
164,9780060541811,0060541814,"['New York Times bestseller (Fiction, 1969)', 'ALA Best Books for Young Adults (1969)', 'Guardian 1000 (Crime)', 'NPR Top 100 Killer Thrillers (17)', 'Seiun Award (Foreign Novel, 1971)', '1000 Books to Read Before You Die (2018)']"
165,9780060541835,0060541830,"['New York Times bestseller (Fiction, 1980)', ""The Essential Man's Library: 50 Fictional Adventure Books"", 'Grinzane Cavour Prize (Foreign Fiction, 1982)']"
166,9780060541880,0060541881,
167,9780060542382,0060542381,
168,9780060543495,0060543493,
169,9780060545840,0060545844,"['Bram Stoker Award Nominee (2005.7|Non-Fiction, 2005)', 'Society of Midland Authors Award (Biography, 2006)']"
170,9780060546571,0060546573,['New Hampshire Great Stone Face Award Nominee (2004)']
171,9780060548285,0060548282,"['New York Times bestseller (Fiction, 1983)']"
172,9780060554736,0060554738,"['New York Times bestseller (Nonfiction, 2005)']"
173,9780060556501,0060556501,
174,9780060556525,0060556528,
175,9780060564780,0060564784,"['Great Lakes Book Award (Fiction, 2006)', 'Dayton Literary Peace Prize Long List (Fiction, 2007)']"
176,9780060566104,0060566108,"[""Fortune's 75 The Smartest Books We Know (2|The Corporation)""]"
177,9780060566685,006056668X,['Today Show Book Club selection (25)']
178,9780060567231,0060567236,"['Hugo (Novel, 1968)', 'Nebula Nominee (1967.1|Novel, 1967)', 'Locus 1987 Poll, All-Time Best SF Novel (11)', 'Locus 1975 Poll, All-Time Best Novel (10)', 'Locus 1998 Poll, All-Time Best SF Novel Before 1990 (14)', 'Classics of Science Fiction (44)', 'ISFDB Top 100 Books - Popular List (94)', 'The SF Book Club\'s ""The Most Significant SF & Fantasy Books of the Last 50 Years From 1953-2002"" (32)']"
179,9780060570583,006057058X,"['New York Times bestseller (General, 1945)', 'HarperCollins 100 Best Spiritual Books of the Century']"
180,9780060572006,0060572000,"['New York Times bestseller (Nonfiction, 2005)', 'Audie Award Finalist (Non-Fiction, 2006)']"
181,9780060572969,0060572965,"[""Romantic Times Reviewers' Choice Award (Fantasy Novel, 2004)"", 'P.E.A.R.L. (Science Fiction, 2004)']"
182,9780060574215,0060574216,
183,9780060575816,0060575816,"['Aurealis Award (Fantasy novel, YA novel, 1995)', 'ALA Best Books for Young Adults (1997)', 'Ditmar Shortlist (Long Fiction, 1996)', 'ALA Popular Paperbacks for Young Adults (2009.04|Flights of Fantasy: Beyond Harry and Frodo, 2003; Death and Dying, 2009)', ""Mythopoeic Fantasy Award Nominee (Children's Literature, 2005)"", ""ALA Notable Children's Book (1997)"", 'Abraham Lincoln Illinois High School Book Award Nominee (2005)', 'ISFDB Top 100 Books - Critical List (67)', 'Capitol Choices Noteworthy Book for Children and Teens (2002)', 'TLA Tayshas High School Reading List (1999|1998-1999)', 'CCBC Choices (1996)', 'Utah Beehive Book Award Nominee (1999.3|Young Adult, 1999)']"
184,9780060577049,0060577045,
185,9780060577865,006057786X,"['New York Times bestseller (Advice, How-To & Miscellaneous, 2006)']"
186,9780060578114,0060578114,
187,9780060578121,0060578122,
188,9780060580339,006058033X,
189,9780060582500,0060582502,
190,9780060584023,0060584025,"['New York Times bestseller (Fiction, 2004)']"
191,9780060584030,0060584033,"['New York Times bestseller (Fiction, 2006)']"
192,9780060584757,0060584750,"['Barry Award (Novel, 2002)', 'New York Times bestseller (Fiction, 2001)', 'Prix des libraires du Québec (Roman hors Québéc, 2003)', 'Dilys Award (2002)', 'Anthony Award (Best Novel, 2002)', 'Massachusetts Book Award (2002.1|Fiction, 2002)', 'Bloomsbury 100 Must-Read Crime Novels', 'Hammett Prize Nominee (2001)', 'Rough Guide to Crime Fiction (72)', '100 Essential New England Books (Boston Globe, #38)', 'NPR Top 100 Killer Thrillers (18)', 'Deutscher Krimi Preis (3. Platz, International, 2003)', 'Academy Award for Writing Adapted Screenplay Nominee (2003)', 'Macavity Award Nominee (Novel, 2002)', 'Prix Mystère de la critique (Roman étranger, 2003)']"
193,9780060586546,0060586540,
194,9780060587031,0060587032,"[""Prix Ligue de l'Enseignement 41 pour le Jeune Public—bd BOUM (2000)"", 'CCBC Choices (2005)']"
195,9780060589288,0060589280,['Bad Sex in Fiction Award Shortlist (2003)']
196,9780060589462,0060589469,"['Waterstones Books of the Century (1997, No 68)', ""The Modern Library's 100 Best Novels: The Reader's List (73)"", 'HarperCollins 100 Best Spiritual Books of the Century', 'Guardian 1000 (War and travel)', ""The Telegraph's 110 Best Books: The Perfect Library (2008)"", ""The Essential Man's Library: 100 Must-Read Books"", 'ALA Notable Books for Adults (1974)', '1000 Books to Read Before You Die (2018)', 'KIB - Non Fiction books everyone should read (65)', 'The New Lifetime Reading Plan With Going Further (195)', '1,000 Books to Read Before You Die Page-A-Day Calendar 2021']"
197,9780060590154,0060590157,
198,9780060590277,0060590270,"['Quill Award (General Fiction, 2006)']"
199,9780060593087,0060593083,"['Arthur C. Clarke Award (2004)', ""Time Magazine's Best Books of the Year (2003.8|Fiction (3), 2003)"", 'New York Times bestseller (Fiction, 2003)', 'Locus Recommended Reading (Science Fiction Novel, 2003)', ""SF Site Reader's Choice (2003)"", ""SF Site Editor's Choice (2003)"", 'thisrecording.com 100 Greatest Science Fiction or Fantasy Novels of All Time (46.1)', 'Amazon.com Best Books (2003)', '1000 Books to Read Before You Die (2018)']"
200,9780060593247,0060593245,
201,9780060593636,0060593636,"[""Romantic Times Reviewers' Choice Award (Best Romantic Intrigue Novel, 2005)""]"
202,9780060594527,0060594527,"['Hawthornden Prize (1934)', ""New York Public Library's Books of the Century (09|Utopias & Dystopias)"", 'thisrecording.com 100 Greatest Science Fiction or Fantasy Novels of All Time (23)', 'Publishers Weekly Bestseller (Fiction, 1935)', 'Fantasy: The 100 Best Books (1933)', '501 Must-Read Books (Modern Fiction)', 'The 100 Favorite Novels of Librarians (87)', 'Greatest Books algorithm (#1889)']"
203,9780060595180,0060595183,
204,9780061800290,0061800295,
205,9780060598846,0060598840,
206,9780060598853,0060598859,
207,9780060598891,0060598891,
208,9780060598969,0060598964,
209,9780060598976,0060598972,
210,9780060609177,0060609176,
211,9780060609191,0060609192,
212,9780060622138,006062213X,
213,9780060645892,006064589X,
214,9780060652852,0060652853,
215,9780060652890,0060652896,"[""Christianity Today's Books of the Century"", 'Audie Award Finalist (Inspirational/Spiritual, 2007)']"
216,9780060652920,0060652926,"['A Catholic Lifetime Reading Plan (Spiritual Classics)', 'HarperCollins 100 Best Spiritual Books of the Century', ""National Review's 100 Best Nonfiction Books of the Century (26)"", '25 Books Every Christian Should Read: A Guide to the Essential Spiritual Classics', ""Christianity Today's Books of the Century (1)"", ""Christianity Today's Top 50 Books That Have Shaped Evangelicals (3)"", 'KIB - Non Fiction books everyone should read (25)']"
217,9780060654856,0060654856,
218,9780060725143,0060725141,
219,9780060727536,0060727535,
220,9780060727635,0060727632,
221,9780060730550,0060730552,"['Boardman Tasker Prize for mountain literature (1988)', 'NCR Book Award (1989)', 'Extreme Classics: The 100 Greatest Adventure Books of All Time (069)', 'Premio ITAS (1993)', ""The Essential Man's Library: 50 Non-Fiction Adventure Books"", 'World Book Night selection (2012)', 'Alexander Korda Award for Best British Film (2004)']"
222,9780060731304,0060731303,"['Whitcoulls top 100, 2008 (72)', ""Sainsbury's Popular Fiction Award (2006)""]"
