,isbn_13,status,qid
0,9780002005883,TEE
1,9780002261982,TEE
2,9780006163831,TEE
3,9780006178736,TEE
4,9780006280897,TEE
5,9780006280934,TEE
6,9780006353287,TEE
7,9780006380832,TEE
8,9780006470229,TEE
9,9780006479673,TEE
10,9780006480099,TEE
11,9780006482079,TEE
12,9780006483892,TEE
13,9780006483908,TEE
14,9780006486145,TEE
15,9780006490456,TEE
16,9780006496434,TEE
17,9780006496878,TEE
18,9780006496892,TEE
19,9780006496922,TEE
20,9780006498865,TEE
21,9780006499169,TEE
22,9780006499268,TEE
23,9780006499626,TEE
24,9780006511489,TEE
25,9780006513087,TEE
26,9780006514640,TEE
27,9780006514855,TEE
28,9780006545866,TEE
29,9780006550433,TEE
30,9780006551393,TEE
31,9780006551812,TEE
32,9780006646006,TEE
33,9780006754893,TEE
34,9780006906018,TEE
35,9780007103676,TEE
36,9780007105045,TEE
37,9780007111503,TEE
38,9780007113804,TEE
39,9780007116263,TEE
40,9780007117536,TEE
41,9780007119332,TEE
42,9780007119356,TEE
43,9780007120697,TEE
44,9780007120864,TEE
45,9780007120871,TEE
46,9780007120963,TEE
47,9780007120987,TEE
48,9780007121007,TEE
49,9780007121014,TEE
50,9780007121021,TEE
51,9780007121106,TEE
52,9780007124015,TNE
53,9780007126903,TEE
54,9780007127740,TEE
55,9780007129652,TEE
56,9780007130313,TEE
57,9780007135653,TEE
58,9780007136582,TEE
59,9780007136599,TEE
60,9780007137336,TEE
61,9780007149124,TEE
62,9780007149612,TEE
63,9780007149827,TEE
64,9780007150304,TEE
65,9780007151240,TEE
66,9780007151677,TEE
67,9780007153589,TEE
68,9780007154845,TEE
69,9780007154883,TEE
70,9780007158058,TEE
71,9780007158515,TEE
72,9780007158522,TEE
73,9780007162994,TEE
74,9780007171996,TEE
75,9780007173020,TEE
76,9780007173136,TEE
77,9780007175222,TEE
78,9780007178636,TEE
79,9780007179817,TEE
80,9780007179824,TEE
81,9780007189953,TEE
82,9780007190683,TEE
83,9780007191925,TEE
84,9780007195305,TEE
